,defense,defense_conference,drive_result,elapsed,end_period,end_time,end_yardline,game_id,id,offense,offense_conference,plays,scoring,season,start_period,start_time,start_yardline,yards
826,Colorado,Pac-12,TD,{'seconds': 3},3.0,"{'minutes': 12, 'seconds': 24}",100.0,400548099.0,40054809918,UMass,Mid-American,1.0,True,2014,3.0,"{'minutes': 12, 'seconds': 27}",98.0,2.0
827,UMass,Mid-American,TD,"{'minutes': 4, 'seconds': 22}",3.0,"{'minutes': 8, 'seconds': 2}",0.0,400548099.0,40054809919,Colorado,Pac-12,10.0,True,2014,3.0,"{'minutes': 12, 'seconds': 24}",77.0,77.0
828,Colorado,Pac-12,DOWNS,"{'minutes': 3, 'seconds': 4}",3.0,"{'minutes': 4, 'seconds': 58}",71.0,400548099.0,40054809920,UMass,Mid-American,7.0,False,2014,3.0,"{'minutes': 8, 'seconds': 2}",46.0,25.0
829,UMass,Mid-American,TD,{'seconds': 34},3.0,"{'minutes': 4, 'seconds': 24}",0.0,400548099.0,40054809921,Colorado,Pac-12,3.0,True,2014,3.0,"{'minutes': 4, 'seconds': 58}",71.0,71.0
830,Colorado,Pac-12,PUNT,"{'minutes': 3, 'seconds': 33}",3.0,{'seconds': 51},46.0,400548099.0,40054809922,UMass,Mid-American,7.0,False,2014,3.0,"{'minutes': 4, 'seconds': 24}",30.0,16.0
831,UMass,Mid-American,TD,"{'minutes': 4, 'seconds': 35}",4.0,"{'minutes': 11, 'seconds': 16}",0.0,400548099.0,40054809923,Colorado,Pac-12,9.0,True,2014,3.0,{'seconds': 51},81.0,81.0
832,Colorado,Pac-12,INT,{'seconds': 50},4.0,"{'minutes': 10, 'seconds': 26}",49.0,400548099.0,40054809924,UMass,Mid-American,3.0,False,2014,4.0,"{'minutes': 11, 'seconds': 16}",49.0,0.0
833,UMass,Mid-American,PUNT,"{'minutes': 2, 'seconds': 24}",4.0,"{'minutes': 8, 'seconds': 2}",58.0,400548099.0,40054809925,Colorado,Pac-12,6.0,False,2014,4.0,"{'minutes': 10, 'seconds': 26}",65.0,7.0
834,Colorado,Pac-12,PUNT,{'seconds': 53},4.0,"{'minutes': 7, 'seconds': 9}",30.0,400548099.0,40054809926,UMass,Mid-American,3.0,False,2014,4.0,"{'minutes': 8, 'seconds': 2}",39.0,-9.0
835,UMass,Mid-American,PUNT,"{'minutes': 2, 'seconds': 45}",4.0,"{'minutes': 4, 'seconds': 24}",38.0,400548099.0,40054809927,Colorado,Pac-12,6.0,False,2014,4.0,"{'minutes': 7, 'seconds': 9}",77.0,39.0
836,Colorado,Pac-12,TD,"{'minutes': 1, 'seconds': 29}",4.0,"{'minutes': 2, 'seconds': 55}",100.0,400548099.0,40054809928,UMass,Mid-American,6.0,True,2014,4.0,"{'minutes': 4, 'seconds': 24}",20.0,80.0
