,defense,defense_conference,drive_result,elapsed,end_period,end_time,end_yardline,game_id,id,offense,offense_conference,plays,scoring,season,start_period,start_time,start_yardline,yards
3622,Texas A&M,SEC,END OF GAME,{'seconds': 20},4.0,{},44.0,400933838.0,40093383834,UCLA,Pac-12,1.0,False,2017,4.0,{'seconds': 20},66.0,-22.0
3623,Texas A&M,SEC,FG,"{'minutes': 6, 'seconds': 16}",2.0,{'seconds': 47},17.0,400933852.0,40093385210,Nicholls,,15.0,True,2017,2.0,"{'minutes': 7, 'seconds': 3}",92.0,75.0
3624,Nicholls,,PUNT,{'seconds': 25},2.0,{'seconds': 22},25.0,400933852.0,40093385211,Texas A&M,SEC,3.0,False,2017,2.0,{'seconds': 47},25.0,0.0
3625,Texas A&M,SEC,END OF HALF,{'seconds': 22},2.0,{},78.0,400933852.0,40093385212,Nicholls,,1.0,False,2017,2.0,{'seconds': 22},76.0,-2.0
3626,Texas A&M,SEC,PUNT,"{'minutes': 2, 'seconds': 22}",3.0,"{'minutes': 12, 'seconds': 38}",51.0,400933852.0,40093385213,Nicholls,,5.0,False,2017,3.0,{'minutes': 15},75.0,24.0
3627,Nicholls,,PUNT,"{'minutes': 1, 'seconds': 23}",3.0,"{'minutes': 11, 'seconds': 15}",8.0,400933852.0,40093385214,Texas A&M,SEC,3.0,False,2017,3.0,"{'minutes': 12, 'seconds': 38}",10.0,-2.0
3628,Texas A&M,SEC,FUMBLE,"{'minutes': 1, 'seconds': 31}",3.0,"{'minutes': 9, 'seconds': 44}",24.0,400933852.0,40093385215,Nicholls,,3.0,False,2017,3.0,"{'minutes': 11, 'seconds': 15}",63.0,39.0
3629,Nicholls,,PUNT,"{'minutes': 3, 'seconds': 37}",3.0,"{'minutes': 6, 'seconds': 7}",34.0,400933852.0,40093385216,Texas A&M,SEC,8.0,False,2017,3.0,"{'minutes': 9, 'seconds': 44}",24.0,10.0
3630,Texas A&M,SEC,PUNT,"{'minutes': 1, 'seconds': 42}",3.0,"{'minutes': 4, 'seconds': 25}",38.0,400933852.0,40093385217,Nicholls,,4.0,False,2017,3.0,"{'minutes': 6, 'seconds': 7}",82.0,44.0
3631,Nicholls,,MISSED FG,"{'minutes': 5, 'seconds': 44}",4.0,"{'minutes': 13, 'seconds': 41}",66.0,400933852.0,40093385218,Texas A&M,SEC,14.0,False,2017,3.0,"{'minutes': 4, 'seconds': 25}",14.0,52.0
